,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,C#,Git,TFS,Другое
1177,1177,.net,Самара,77500.0,160000.0,i-Sys,2019-10-07T15:40:51+0300,От 3 до 6 лет,Полный день,Полная занятость,"Мы ищем Senior Full Stack Web (React) + .NET специалиста, которому интересна возможность участвовать в создании и развитии продуктовых решений на технологиях ASP.NET MVC + React в облачной платформе SharePoint for Office 365 + Azure в качестве ключевого разработчика. Работая в профессиональной команде, у вас будет возможность разрабатывать как Front-, так и Back-end приложений линейки SYSTEMZ (https://systemz.io), участвовать в проектировании архитектуры. Вашими задачами и обязанностями будут: проектирование, разработка, доработка front-end и back-end компонентов продуктов линейки SYSTEMZ; написание качественного кода, понятного другим разработчикам; коммуникации со специалистами Quality Assurance и Support; разработка технической документации для сопровождения. Пожелания к вашему опыту: опыт разработки web-приложений (ASP.NET MVC) от 3 лет; опыт веб-разработки, с использованием Angular или React от 3 лет; понимание и умение применять на практике принципы KISS, SOLID; внимание к деталям – pixel perfect в верстке, code perfect в написании и оформлении кода. Дополнительные преимущества: опыт работы с Microsoft SharePoint; опыт работы с Docker; знание инфраструктуры и сервисов Microsoft Azure. Список основных технологий, с которыми нужно будет работать: .NET (C#), ASP.NET MVC, SharePoint for Office 365, JavaScript (React v.16), Azure, Docker, PostgreSQL. Нашему сотруднику мы предлагаем: Трудоустройство согласно ТК РФ; 5/2, гибкое начало дня; Комфортный офис open space в 7 минутах ходьбы от ст.м. Спортивная; Современное оборудование рабочего места; Возможность пробовать себя как в смежных, так и в совсем не знакомых технологиях. Мы практически не ограничены никаким стеком технологий; Обучение за счет компании; Курсы английского языка в офисе; Дружелюбная обстановка, отзывчивые коллеги, готовые помочь; Lounge зона с пуфиками, где можно поиграть в PlayStation с коллегами; Настольный футбол, настольный теннис; Кухня с холодильником, кулером и микроволновками, и, конечно, кофемашина; Заработная плата обсуждается индивидуально с каждым кандидатом, у нас нет вилок. Компания заботится о своем развитии и придает большое значение материальному стимулированию сотрудников, которые вносят наибольший вклад в ее развитие! Гибкая система бонусирования включает: премирование по результатам текущей работы в команде (по решению непосредственного менеджмента компании); всем штатным сотрудникам компании предоставляется финансовая помощь при рождении ребенка и на свадьбу; в компании действует система материального поощрения за помощь в привлечении новых сотрудников.",Без требований,Без обязанностей,Без условий,ASP.NET|C#|MVC|react,0.4666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1024,1024,.net,Самара,77500.0,160000.0,НОРБИТ,2019-10-04T14:42:23+0300,Нет опыта,Полный день,Полная занятость,"В рамках группы компаний ЛАНИТ в дочернюю компанию НОРБИТ мы приглашаем на оплачиваемую стажировку в наш Курский Ассистента программиста .NET. Присоединяйтесь к нашей амбициозной и креативной команде Департамента CRM! НОРБИТ отвечает за IT-консалтинг по разработке и внедрению ERP-, CRM-, BI-систем, торгово- закупочных площадок и решений на базе Sharepoint. НОРБИТ входит в ТОП-100 лучших работодателей России по итогам 2014 года по версии Headhunter. НОРБИТ – это возможность не только работать в большой и стабильной компании, но и получать заряд позитива от общения с большим количеством друзей-коллег, которые помогают сделать будни яркими и наполненными положительными эмоциями (особенно пятничными вечерами). ПРОХОДЯ СТАЖИРОВКУ ВЫ: Под руководством сертифицированных преподавателей освоите C#, JavaScript, MSSQL, разработку CRM-систем Получите опыт работы в современной компании на реальных проектах Будете трудоустроены официально с первого дня стажировки ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: Изучение вместе с тренером C#, JavaScript, MSSQL Разработка и внедрение систем управления взаимоотношениями с клиентами (CRM) НАШИ ПОЖЕЛАНИЯ К КАНДИДАТУ: Высшее техническое, либо неоконченное высшее образование с возможностью работать 20 часов в неделю Желание расти и развиваться Умение работать в команде, быстро осваивать новые технологии Начальные знания платформы .NET Framework и опыт программирования на C# Начальные знания основ SQL Понимание общих принципов ООП ЧТО МЫ МОЖЕМ ВАМ ПРЕДЛОЖИТЬ: Никаких Дресс-кодов и стандартов Классные вечеринки (Отдых — это важная часть работы) Высокий уровень дохода (в том числе бонусы за результат) Медицинскую страховку (ДМС) Английский (Do you speak English? - Yes, soon I will teach) Корпоративные скидки на пользование услугами турагентств, страхования, мобильной связи",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.5666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1152,1152,.net,Самара,77500.0,160000.0,СМС-ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ,2019-10-16T09:40:55+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания “СМС-информационные технологии”, занимающаяся уже 16 лет разработкой и внедрением информационных систем для предприятий отечественной энергетики, производит набор квалифицированных специалистов. У вас есть все шансы влиться в наш молодой и передовой коллектив и ощутить это приятное чувство гордости, когда нашими продуктами пользуются в каждом уголке страны. На данный момент мы работаем более чем над 10 проектами и ищем разработчиков C#. Проекты разрабатывается с использованием технологий HTML5/JS, WPF, Silverlight, EntityFramework, WCF, TPL, с использованием инструментария VisualStudio 2015, Mercurial, Redmine, MediaWiki. Наши процессы впитали в себя (и продолжают впитывать) лучшие практики Agile/Scrum/XP/Lean. Что нужно делать: участие в командной разработке больших и интересных программных продуктов; разработка архитектуры системы на основе технического задания и функциональных спецификаций; проектирование структуры БД; планирование, оценка и декомпозиция задач. Мы ожидаем: опыт работы C# разработчиком от 1 года; написание качественного, поддерживаемого кода; свободное владение ООП; практическое знание реляционных СУБД. Приветствуется: опыт многопоточного программирования; знание и использование паттернов проектирования, принципов SOLID; владение инструментарием командной разработки (системы контроля версий, task-трекер, wiki) здоровый интерес к саморазвитию, чтение полезных книг и ведение профессионального блога. Мы предлагаем: Уникальный опыт: разработка собственных продуктов с использованием новых технологий; Условия: отличная заработная плата и оформление по ТК РФ; Здоровье: Расширенный ДМС в лучших клиниках с первого дня работы; Обучение: повышение квалификации и обучение за счет компании; Команда: молодой, дружный коллектив, который умеет не только работать, но и отдыхать; Спорт и отдых: обыгрывай коллег в настольный теннис и хоккей, участвуй в корпоративных мероприятиях; Комфортный офис: отличное расположение в центре города и шикарный вид на Волгу.",Без требований,Без обязанностей," отличная заработная плата и оформление по ТК РФ; Здоровье: Расширенный ДМС в лучших клиниках с первого дня работы; Обучение: повышение квалификации и обучение за счет компании; Команда: молодой, дружный коллектив, который умеет не только работать, но и отдыхать; Спорт и отдых: обыгрывай коллег в настольный теннис и хоккей, участвуй в корпоративных мероприятиях; Комфортный офис: отличное расположение в центре города и шикарный вид на Волгу.",Без ключевых навыков,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1235,1235,.net,Самара,77500.0,160000.0,Mercury Development,2019-10-17T08:16:18+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы ищем: В компании Mercury Development открыта вакансия backend .net developer! Компания специализируется на разработке ПО для крупных зарубежных стартапов; над десятками интересных проектов у нас трудятся более 250 специалистов высочайшей квалификации. Нашими приложениями пользуются 40 млн человек по всему миру! Наши разработки неоднократно попадали в Top AppStore и упоминались в TechCrunch, Engadget, Gizmodo. Наши офисы продаж расположены в Нью-Йорке, Майами, Атланте, а центры разработки в Самаре, Тольятти, Саратове и Казани. Приходи и создавай будущее вместе с нами! Наши условия: Заработная плата, адекватная знаниям и опыту Социальный пакет и ДМС Оформление по ТК РФ У нас хорошо: Дружелюбные, опытные коллеги и заботливое начальство Уютный, просторный офис в центре города, удобная транспортная развязка Бесплатный спортзал в офисе и душ Крытая велопарковка Субсидирование профильных курсов и английского языка Гибкий график, главный принцип – работать с душой и пользой 40 часов в неделю) Обязательные требования: Знание и понимание ООП; Опыт разработки на ASP.NET (Web API, MVC); Уверенное владение SQL (желательно Microsoft SQL Server); Владение какими-либо ORM (желательно Entity Framework); Знание протокола HTTP. Приветствуются: Опыт разработки приложений на WPF / Silverlight / XAML; Опыт разработки облачных приложений, опыт работы с Microsoft Azure; Опыт руководства командой из нескольких разработчиков; Опыт проектирования сложных программных (или аппаратно-программных) комплексов; опыт применения паттернов проектирования; Опыт применения средств автоматизации разработки ПО (коллективное владения кодом, автоматизация сборки и тестирования, непрерывная интеграция, и т.п.); Ответственность, инициативность, навыки принятия решений, стремление к совершенствованию процесса разработки и качества программных продуктов и собственного технического уровня.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1239,1239,.net,Самара,77500.0,160000.0,Maxima,2019-10-17T09:03:18+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Приглашаем на работу разработчиков на C# в команду MAXIMA в Казань! Вам всегда хотелось заниматься чем-то интересным и действительно приносить пользу людям? Уже не можете видеть эти однотипные приложения и скучные проекты? Устали от рутинных задач и не видите дальнейшего роста на текущем месте работы? А еще вы хотите получать доход, достойных ваших знаний и умений? Предлагаем Вам стать частью сильной команды, работающей над сложными и интересными проектами. Мы разрабатываем свой продукт. Поможем Вам расти как специалисту и дадим возможность для реализации Ваших способностей. Предлагаем Вам работать на все 100% и чувствовать, что Ваш труд важен и нужен! Компенсируем переезд/перелет и 50% от съема жилья на первые 6 месяцев. Мы ищем: - Программиста со знанием платформы .NET и языка C#; - Разработчика, способного взять на себя решение отдельной задачи и довести её до конца; - Инженера, который не просто пишет код, а решает прикладную задачу Необходимые навыки: - Опыт разработки от 2х лет; - Опыт разработки систем с использованием .NET/C#; - Знание .NET FCL; - Знание протокола HTTP; - Опыт работы с реляционными СУБД, знание SQL; - Знание основных алгоритмов/структур данных; - Умение писать многопоточный и асинхронный код; - Понимание принципов разработки клиент-серверных приложений; - Понимание принципов ООП, SOLID; - Умение и желание доводить дело до конца Плюсами будут: - знание/опыт работы с .NET Core, ASP.NET; - опыт реализации WEB приложений/сервисов Чем предстоит заниматься: - Разработка серверного приложения (C# 8, .NET Core 3.0, MS SQL); - Реализация нового функционала; - Доработка и поддержка существующего кода, рефакторинг; - Взаимодействие с аналитиками Мы предлагаем: - Стабильность и достойную заработную плату (уровень дохода обсуждается индивидуально); - График работы 5/2; - Комфортный, просторный офис в собственном здании; - Свой спортзал (тренажёры, железо, беговая дорожка, мешок) с душем, настольный теннис; - Кафе, кухня с кофе/чаем; - ДМС после испытательного срока; - Оплачиваемые конференции/курсы после испытательного срока; - Курсы английского языка; - Помощь с релокацией для иногородних",Без требований,Без обязанностей,Без условий,C#|.net|SQL,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1053,1053,.net,Самара,77500.0,160000.0,"EPAM Systems, Inc.",2019-10-03T16:04:49+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Добрый день, будущий коллега! Наши проекты активно расширяются, и мы приглашаем профессиональных .Net разработчиков присоединиться к команде EPAM. Хотите ли вы прокачаться в веб-технологиях (ASP.NET MVC), js фрейморках (Angular, Backbone) или же вам по душе бэкенд и десктоп с WPF, SQL Server и WCF? Мы подберем для вас подходящий проект - интернет-магазины, крупные банки, реклама, страхование и не только. Стек технологий (мы ожидаем, что Вы работали с): C#, ASP.NET.MVC, WCF, WPF; JavaScript/HTML/CSS; SQL; Entity Framework, NHibernate; REST. Почему стоит идти к нам работать? это отличная возможность поработать в распределенной команде по Agile методологиям; мы работаем в тесном ежедневном взаимодействии с заказчиком; у нас действительно много сложных, интересных и масштабных задач; в дальнейшем можно перейти на любой другой проект компании; мы с удовольствием передаем наш опыт и знания (есть даже специальные Центры Компетенций и огромное подразделение, которое занимается развитием сотрудников); у нас есть все плюшки и бонусы, присущие современным IT компаниям и даже больше - кросс-фит, life event бонусы и программа релокации в другие страны.",Без требований,Без обязанностей,Без условий,ASP.NET|ASP.NET MVC|HTML|JS|CSS|WCF|WPF|NHibernate,0.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1230,1230,.net,Самара,77500.0,160000.0,НПП Интеллект Софт,2019-10-18T16:47:22+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы ведем набор персонала для построение эффективной команды высококлассных разработчиков для создания и развития систем, которые используются на всей территории России. Мы занимаем уютный офис в самом центре Самары. К услугам сотрудников удобная кухня‚ хорошая столовая‚ спортивный уголок‚ кикер‚ кофемашина с зерновым кофе, бесконечные сливки для кофе и печенье и‚ конечно‚ отличный вид из панорамных окон на центр Самары. Приглашаем как опытных сотрудников, так и выпускников и студентов профильных ВУЗов! Мы предлагаем: Официальное трудоустройство‚ режим работы и отпуск согласно ТК РФ. Белая заработная плата по результатам собеседования. Перспективы карьерного и профессионального роста. Творческую атмосферу в коллективе. Гибкий график работы. Вам представляется возможность: Получить незаменимый опыт на всех этапах разработки коммерческого ПО. Стать участником дружной и творческой команды разработчиков. Сделать свой вклад в разработку систем‚ которые используются на всей территории России. Принять участие в проведении работ‚ связанных с созданием Электронного правительства РФ. Поучаствовать во множестве интересных проектов. От вас требуется: Знание языка программирования С#‚ платформы .Net‚ технологии ASP.Net MVC‚ приветствуется знание Angular, .NET Core. Знание ORM-технологии Entity Framework. Знание SQL и одной из СУБД: MS SQL Server‚ PostgreSQL. Опыт и умение работать в команде. Ответственный подход к работе и желание работать. Стремление повышать свой профессиональный уровень. Приветствуется: Понимание методологий Agile/Scrum. Опыт работы с Angular. Опыт работы с Docker. Знание технологий: JavaScript‚ HTML, CSS. Присоединяйтесь к нашей дружной и творческой команде!",Без требований,Без обязанностей,Без условий,C#|.NET Framework|MS SQL|ASP.NET|Entity Framework,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1228,1228,.net,Самара,77500.0,160000.0,ИНСТИТУТ ИННОВАЦИОННОГО РАЗВИТИЯ,2019-10-09T14:30:31+0300,От 3 до 6 лет,Полный день,Полная занятость,"Расширяем команду разработки приложений в виртуальной/дополненной реальности (VR/AR). В связи с этим Центр прорывных исследований « IT-медицина » СамГМУ примет в команду разработчиков Unity/С#. Мы ожидаем: высшее техническое образование: программист, программист-математик, уверенное знание математики, умение решать сложные алгоритмические задачи, опыт разработки коммерческих проектов от 2-х лет (ссылки на портфолио), желателен опыт работы с VR-средой, уверенное знание Unity3d, C#, вектора и матрицы, объектно-ориентированного и многопоточного программирования, опыт работы с системами контроля версий svn/git, опыт работы в режиме гибкой разработки (Agile), английский язык на уровне &quot;могу читать техническую литературу&quot;, командный подход в работе. Для кандидатов уровня Senior приветствуется: умение писать сетевой код, опыт работы с VR/AR-средой. Плюсом будет: широкий кругозор, креативное мышление (умение искать нестандартные решения в условиях дефицита времени), умение создавать прототипы программ/продуктов для тестирования, умение разбираться в чужом коде. С чем предстоит работать: разработка архитектуры приложений, разработка приложений в виртуальной реальности (VR) под Unity, проектирование и разработка приложений на C# под Windows, Xamarin, оптимизация производительности приложений, ревизия кода. Стек технологий: Unity, Microsoft Visual Studio, репозитории (Git/SVN/Bitbucket). Мы предлагаем: оформление в соответствии с Трудовым кодексом РФ, все &quot;белоснежное&quot;. график работы 5/2, гибкое начало рабочего дня. участие в инновационных проектах в сфере &quot;IT-медицина&quot; и не только. офис в центре города (5 минут от Самарской площади) гибкая методология разработки продуктов возможность профессионального и карьерного роста оплата до ежемесячного оклада больничного листа и отпускных курсы английского языка, спортзал, электронная библиотека.",Без требований,Без обязанностей,Без условий,C#|MS SQL|.NET Framework|Git|ООП|Базы данных|VR|Unity|SVN|Bitbucket|MS Visual Studio|AR|Unity3d|Объектно-ориентированное программирование,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1143,1143,.net,Самара,77500.0,160000.0,МТС,2019-10-01T12:16:23+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Чем предстоит заниматься: разработка и реализация новых каналов обращения в HelpDesk; создание новых и доработка существующих продуктов компании; участие в принятии архитектурных решений; исследование и применение современных технологий и практик; мониторинг и устранение ошибок в системах. Что нам важно: высшее техническое образование; опыт разработки коммерческих проектов на C# от 1 года; знание C#, ASP.NET Core MVC/WebAPI, JavaScript, HTML, CSS, SQL; умение работать в команде и выполнять поставленные задачи до конца и в срок; желание получать новые знания; английский язык на уровне достаточном для чтения технической документации.Плюсом будет: опыт работы с системой контроля версий Git; опыт работы с Visual Studio и Team Foundation Server; опыт разработки с использованием Microsoft Bot Framework, Entity Framework, React. Условия: официальное оформление в соответствии с трудовым законодательством; стабильная белая зарплата, премии; офис г. Самара Московское шоссе; график работы 5/2, рабочий день с 9 до 18 часов; ДМС, корпоративная связь, дополнительные дни ежегодного отпуска; доступное обучение: вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров, у наставников.",Без требований,Без обязанностей," официальное оформление в соответствии с трудовым законодательством; стабильная белая зарплата, премии; офис г. Самара Московское шоссе; график работы 5/2, рабочий день с 9 до 18 часов; ДМС, корпоративная связь, дополнительные дни ежегодного отпуска; доступное обучение: вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров, у наставников.",C#|ASP.NET|JavaScript,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1031,1031,.net,Самара,77500.0,160000.0,Mercury Development,2019-10-17T08:16:17+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы ищем: В компании Mercury Development открыта вакансия .net web разработчика! Компания специализируется на разработке ПО для крупных зарубежных стартапов; над десятками интересных проектов у нас трудятся более 250 специалистов высочайшей квалификации. Нашими приложениями пользуются 40 млн человек по всему миру! Наши разработки неоднократно попадали в Top AppStore и упоминались в TechCrunch, Engadget, Gizmodo. Наши офисы продаж расположены в Нью-Йорке, Майами, Атланте, а центры разработки в Самаре, Тольятти, Саратове и Казани. Приходи и создавай будущее вместе с нами! Наши условия: Заработная плата, адекватная знаниям и опыту Социальный пакет и ДМС Оформление по ТК РФ У нас хорошо: Дружелюбные, опытные коллеги и заботливое начальство Уютный, просторный офис в центре города, удобная транспортная развязка Бесплатный спортзал в офисе и душ Крытая велопарковка Субсидирование профильных курсов и английского языка Гибкий график, главный принцип – работать с душой и пользой 40 часов в неделю) Обязательные требования: Опыт разработки на .NET; Знание и понимание ООП; Уверенное владение SQL; Опыт веб-разработки с применением ASP .Net MVC, jQuery, AngularJS. Приветствуются: Опыт разработки приложение на WPF / Silverlight / XAML; Опыт веб-разработки с применением современных технологий: React, Knockout, SignalR, WS-*, REST; уверенное знание протокола HTTP; Опыт разработки коммерческих клиент-серверных приложений с применением nHibernate, nUnit, WCF; Опыт руководства командой из нескольких разработчиков; Опыт проектирования сложных программных (или аппаратно-программных) комплексов; опыт применения паттернов проектирования; Опыт применения средств автоматизации разработки ПО (коллективное владения кодом, автоматизация сборки и тестирования, непрерывная интеграция, и т.п.); Ответственность, инициативность, навыки принятия решений, стремление к совершенствованию процесса разработки и качества программных продуктов и собственного технического уровня.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
271,271,.net,Краснодар,78454.54545454546,115000.0,БАРС Груп,2019-09-23T10:46:13+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания «БАРС Груп», ведущий разработчик и интегратор решений для государственного и коммерческого секторов, ищет .NET разработчика. Мы ожидаем от вас: Практический опыт разработки в рамках платформы .NET; Понимание принципов работы ASP.NET MVC / WebAPI; Знание паттернов проектирования и разработки; Опыт работы с одним из фреймворков/библиотек: ExtJs, Angular, React; Знание SQL и устройства СУБД на уровне, необходимом для оптимизации выполнения запросов; Умение работать в команде, разбираться в чужом коде; Умение аргументировать и отстаивать свою точку зрения; Опыт применения ORM NHibernate или EntityFramework; Опыт с работы с IoC контейнерами. Будет плюсом: Опыт работы с .NetCore, EF Core ASP.NET Core; Опыт работы с Linux; Опыт разработки высоконагруженных и распределенных систем. Мы предлагаем: Работу в крупной компании в самом центре города; Широкие возможности профессионального и карьерного роста; Официальное трудоустройство, &quot;белая&quot; зарплата, регулярно повышающаяся по гибкой системе грейдов и аттестаций; Обучение: тренинги, мастер-классы внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека; Корпоративные плюшки: игровая комната, Xbox, PS3, корпоративный фитнес и футбол; Иногородним кандидатам предоставляем комфортные условия для переезда.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.9333333333333332,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
255,255,.net,Краснодар,78454.54545454546,115000.0,PARMA technologies group,2019-10-02T09:33:35+0300,От 3 до 6 лет,Полный день,Полная занятость,"Главным направлением нашей деятельности является разработка социально-значимых крупных проектов для заказчиков федерального уровня. Пользователями наших систем являются граждане страны и работники различных гос. структур. В связи с активным ростом нашей компании, мы открываем новый офис в Краснодаре . Мы готовы нанимать разработчиков и тимлидов целыми командами. В задачи будет входить: оценка трудоемкости поставленных задач на разработку ПО; взаимодействие с проектной командой для решения поставленных задач; исправление дефектов и оптимизация программного кода. Технологии, которые мы используем: C# 6; NET Core; NET 4.5; ADO.NET+EF 6; ASP.NET MVC 3; Kendo UI; Graphql; RabbitMQ. Наша команда состоит более чем из 500 сотрудников в офисах Перми , Москвы и Краснодара и удаленно более чем в 20 городах РФ. Мы входим в рабочую группу по развитию цифровой экономики России и продолжаем активно развиваться. Наши сотрудники имеют возможность релокации в Пермь, работать в оплаченных коворкингах , использовать новейшие технологии при запусках новых проектов, посещать конференции, мастер-классы и развиваться по индивидуальным программам. Мы предлагаем гибкий график, активно поддерживаем изучение английского и испанского языков, спорт, йогу и яркую корпоративную жизнь. Ждем вас в нашей команде! #welcometoParmaTG",Без требований,Без обязанностей,Без условий,C#|ASP.NET|.NET Framework|.net core|ADO.NET|JavaScript|AngularJS|jQuery,0.6333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
418,418,.net,Краснодар,78454.54545454546,115000.0,Атос АйТи Солюшенс энд Сервисез,2019-10-01T10:28:07+0300,От 3 до 6 лет,Полный день,Полная занятость,"Чем вы будете заниматься Модернизация Системы; Оценка и технический дизайн запросов на изменение Системы; Анализ и устранение ошибок; Коммуникация в команде и с ключевыми Пользователями; Поддержка Системы. Требования : Разговорный немецкий язык ; Опыт разработки на С# от 3-х лет; Практические опыт использования как минимум одного или нескольких навыков: ASP.NET, HTML, JavaScript, CSS, XML, AJAX; Знание Entity Framework 6.0; Знание и опыт работы Oracle, Oracle SQL; Опыт составления UML диаграмм; HP Quality Center (Requirements und Defect Management); Самоорганизованность, коммуникабельность, обучаемость, ответственность. Будет плюсом: Знание других языков программирования; Опыт интеграции приложений с другими Системами; Опыт работы по одной из методологий: Scrum, Kanban, Waterfall; English – достаточный для общения. Условия работы Интересные и сложные проекты; Возможность сертификации и посещения конференций за счёт компании; Соблюдаем все социальные гарантии, предусмотренные законодательством; Добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании и 50% для детей, членов семьи. Компенсация питания сотрудника; Корпоративные программы: изучение английского языка, ДМС, особые условия кредитования в банке партнере; Зарубежные бизнес-поездки; Современный и комфортный офис.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
