,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,MySQL,HTML,PHP5,JavaScript,1С-Битрикс,Другое
1001,1001,backend,Самара,96538.46153846152,123181.81818181818,Открытый код,2019-10-14T10:16:00+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания &quot;Открытый код&quot; - это команда квалифицированных специалистов, профессионалов своего дела, ставящие перед собой амбициозные задачи и с блеском справляющиеся с реализацией запланированного. Если Вы инициативны, ориентированы на достижение лучших результатов, готовы искать наиболее эффективное решение любой поставленной задачи и при этом обладаете необходимыми для работы навыками и способностями, мы приглашаем Вас в нашу команду! Что нужно делать: доработка комплексной медицинской системы проектирование, разработка и доработка существующего ПО в области медицины. От Вас: php + javascript +SQL Большой плюс: опыт или теоретические знания по индексации баз данных, построение индексов, оптимизация запросов. Супер Плюс: РЕАЛЬНЫЙ опыт администрирования серверов баз данных на SQL SERVER (репликация, бэкапирование, логирование, профилирование, оптимизация и т.д. и т.п.); РЕАЛЬНЫЙ опыт построения кластеров из нескольких серверов БД SQL SERVER. Что мы предлагаем: возможность получения опыта в полном цикле работ по созданию Enterprise-решений от сбора требований заказчика, проектирования архитектуры системы до ввода в эксплуатацию и внедрения конечного продукта; современный стек технологий; удобные рабочие места в современном офисе в центре города с видом на Волгу (офисный центр &quot;Галактика&quot;, ул. Ярмарочная), место и время для отдыха в течение дня; 5-дневная рабочая неделя. Возможен гибкий график работы (в разумных пределах); оформление трудовых отношений по Трудовому кодексу РФ, полный социальный пакет ( корпоративный спорт, культурные мероприятия, занятия английским языком в офисе компании) ; уровень дохода обсуждается в зависимости от компетенции соискателя; интересные, сложные задачи, высокая степень самостоятельности; перспектива карьерного и профессионального роста; работа в дружной команде профессионалов.",Без требований,Без обязанностей,Без условий,PHP|JavaScript|SQL|MS SQL|ООП,0.2333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1114,1114,backend,Самара,96538.46153846152,123181.81818181818,Mercury Development,2019-10-17T08:16:18+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы ищем: В компании Mercury Development открывается вакансия Web backend/Ruby разработчика. Мы специализируемся на мобильной разработке для крупных зарубежных стартапов; над десятками интересных проектов у нас трудятся более 250 специалистов высочайшей квалификации. Нашими приложениями пользуются 40 млн человек по всему миру! Наши разработки неоднократно попадали в Top AppStore и упоминались в TechCrunch, Engadget, Gizmodo. Наши офисы продаж расположены в Нью-Йорке, Майами, Атланте, а центры разработки в Самаре, Тольятти, Саратове и Казани. Приходи и создавай будущее вместе с нами! Наши условия: Заработная плата, адекватная знаниям и опыту Социальный пакет и ДМС Оформление по ТК РФ У нас хорошо: Дружелюбные, опытные коллеги и заботливое начальство Уютный, просторный офис в центре города, удобная транспортная развязка Бесплатный спортзал в офисе и душ Крытая велопарковка Субсидирование профильных курсов и английского языка Гибкий график, главный принцип – работать с душой и пользой 40 часов в неделю) Обязательные требования: Знание и понимание ООП Опыт разработки на Ruby on Rails Уверенное владение SQL Опыт работы с БД Postgres, MySQL Опыт работы с NoSQL базами данных (MongoDB, Redis) Опыт разработки веб-сервисов Понимание принципов REST/JSON Желательно: Опыт работы с клаудными сервисами (AWS, Azure) Опыт разработки на NodeJS Опыт работы с Grape, Sidekiq, Capistrano, Sinatra Английский язык НЕ РАССМАТРИВАЕМ КАНДИДАТОВ, ЖЕЛАЮЩИХ РАБОТАТЬ НА УДАЛЕННОЙ ОСНОВЕ",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1160,1160,backend,Самара,96538.46153846152,123181.81818181818,МегаФон,2019-10-10T16:52:57+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ПАО «МегаФон» ищет в свою IT-команду ребят, которым интересно заниматься автоматизацией обслуживания клиентов в социальных сетях и мессенджерах, создавать чат-боты и работать над другими крутыми цифровыми проектами! Ч ем предстоит заниматься: Работа над Highload проектом: разработка и поддержка backend-сервисов для взаимодействия с API сторонних соц. cетей и мессенджеров.; участие в планировании микросервисной архитектуры; участие в Code review. Что хотим видеть у Вас: Высшее техническое образование; Понимание принципов ООП; Опыт коммерческой разработки от 1-го года Уверенное знание Java SE (желательно, Java SE 8) Знания и опыт использования: Spring Framework (Spring MVC, Spring Security, Spring JDBC); Опыт написания Unit-тестов Опыт работы с Git/Jira Опыт в построении CI/CD Pipeline Понимание культуры Agile (Scrum, Kanban) Дополнительно плюсом будет знание Node.js",Без требований,Без обязанностей,Без условий,Java|JavaScript|Python|SQL|Node.js,0.36666666666666653,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1075,1075,backend,Самара,96538.46153846152,123181.81818181818,Nitka Technologies,2019-10-17T08:14:38+0300,Нет опыта,Удаленная работа,Полная занятость,"Nitka Technologies, Inc. is a privately held American company with offices in USA, Russia, and Belarus with currently over 200 dedicated developers and technical support engineers. We&#39;re looking for a person responsible for Back-end to join our team. The project is a completely new way for businesses to organize, retrieve and extract value from their contracts. Requirements: Strong background in Python3 Knowledge of Dockers, Lambda architecture, deploying lambda functions to AWS Experience with other AWS services and the AWS environment (Elasticsearch, etc.) Experience in building, delivering and scaling of all aspects of a highly-available SaaS operation Experience working with SQL and Non-SQL databases Deep knowledge of cloud infrastructure architecture, setup and operations in AWS environment, including global availability, 24x7 support, security, compliance and reliability practices We offer: Ambitious long-term project Full-time remote work (8h/day) Salary in USD Paid vacations, holidays, sick leaves Opportunities for professional growth If you are excited by the challenge of building a software platform from scratch; if you think strategically, but you also care a lot about the details; if you are a “hands on” person, but also enjoy building a team and leading others; if you enjoy the platform and scale aspects of software development, and you are passionate about performance, reliability and uptime of systems and services - our position is for you!",Без требований,Без обязанностей,Без условий,Python|AWS|Dockers|Lambda|SQL|Elasticsearch|Английский язык,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1158,1158,backend,Самара,96538.46153846152,123181.81818181818,ROKO Labs,2019-09-24T11:37:14+0300,Нет опыта,Полный день,Полная занятость,"Одним из основных направлений компании ROKO Labs является разработка собственного продукта, который на данный момент является одним из лидеров в области чатботов. Помимо разработки собственных продуктов мы воплощаем в жизнь идеи клиентов и реализуем проекты в различных областях. Наша компания была основана в 2012 году и на сегодняшний день с нами более 180 человек. Штаб-квартира находится в Нью-Йорке, а центры разработки и тестирования располагаются в России (Саратов, Самара) а также в Аргентине (Буэнос-Айрес). В скором времени мы планируем открыть офис в г. Санкт-Петербурге. Несмотря на наличие офисов, мы не настаиваем на том что вы их должны посещать. Мы делаем все чтобы вам было комфортно работать. От вас требуется совсем немного: Уверенное знание PHP 5-7; Понимание и применение концепции ООП; Знание SQL, опыт работы с реляционными СУБД (MySQL, PosgreSQL и т.д.); Знание английского языка на уровне intermediate (написание писем) и выше; Навыки работы с Git. Приветствуется: Опыт работы с Node.js; Знание frontend технологий (HTML, CSS, JavaScript, Angular/React/Vue.js); Опыт работы с фреймворками и CMS-системами. Что нужно будет делать: разрабатывать веб сервисы Что мы предлагаем: Команда умных и творческих людей, которые готовы делиться своим опытом и знаниями Участие в создании высокотехнологичных продуктов, только зарубежные проекты Нетривиальные задачи, способные раскрыть Ваш потенциал Высокая официальная зарплата, которая пересматривается ежегодно Современный красивый офис, где все создано для Вашего комфорта и удобства Кроме того: ДМС со стоматологией",Без требований,Без обязанностей,Без условий,JavaScript|Git|CSS|MySQL|HTML,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
1184,1184,backend,Самара,96538.46153846152,123181.81818181818,"Единая электронная торговая площадка, АО (группа ВТБ)",2019-10-21T10:00:39+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ЕЭТП – крупнейшая площадка в области электронных торгов. Мы расширяем команду собственной разработки в связи с большим количеством новых проектов. Будем рады видеть в нашей команде профессионального и результативного разработчика PHP . Обязанности: Развитие функционала площадки; Повышение надежности и отказоустойчивости систем; Сопровождение существующих систем; Проработка вопросов безопасности, защита от НСД и уменьшение объема НДВ (по запросам СБ) Требования: Опыт разработки и сопровождения продукта на PHP в команде от 1 года; Опыт работы с Zend Framework, Symfony, Yii (либо с аналогичным фреймворком) от полугода; Хорошее знание SQL, сложных запросов, знание оптимизации SQL-запросов; Знание PostgreSQL последних версий является плюсом; Владение JS (ExtJS, Angular, React) как преимущество; Знание и понимание принципов криптографии и работы с электронной подписью приветствуется Условия: Команда профессионалов; работа в Scrum команде; Корпоративное обучение, выставки, участие в конференциях (при необходимости); Фиксированный оклад обсуждается индивидуально (есть бонусная система); Официальное оформление и стабильный доход; График работы 5\2 (с 9 до 18, 2-3 раза в неделю с 12 до 21) Возможность профессионального и карьерного роста."," Опыт разработки и сопровождения продукта на PHP в команде от 1 года; Опыт работы с Zend Framework, Symfony, Yii (либо с аналогичным фреймворком) от полугода; Хорошее знание SQL, сложных запросов, знание оптимизации SQL-запросов; Знание PostgreSQL последних версий является плюсом; Владение JS (ExtJS, Angular, React) как преимущество; Знание и понимание принципов криптографии и работы с электронной подписью приветствуется "," Развитие функционала площадки; Повышение надежности и отказоустойчивости систем; Сопровождение существующих систем; Проработка вопросов безопасности, защита от НСД и уменьшение объема НДВ (по запросам СБ) "," Команда профессионалов; работа в Scrum команде; Корпоративное обучение, выставки, участие в конференциях (при необходимости); Фиксированный оклад обсуждается индивидуально (есть бонусная система); Официальное оформление и стабильный доход; График работы 5\2 (с 9 до 18, 2-3 раза в неделю с 12 до 21) Возможность профессионального и карьерного роста.",PHP|Zend Framework|PostgreSQL|Symfony|Ext JS,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1145,1145,backend,Самара,96538.46153846152,123181.81818181818,Maxima,2019-10-17T09:18:15+0300,От 3 до 6 лет,Полный день,Полная занятость,"Приглашаем на работу веб-разработчиков на РНР/JS в команду MAXIMA! Вы давно мечтали узнать, что такое Highload не только на словах, но и на деле? Всегда хотелось заниматься чем-то интересным и действительно приносить пользу людям? Уже не можете видеть эти однотипные сайты и скучные интернет-магазины? Устали от рутинных задач и не видите дальнейшего роста на текущем месте работы? А еще вы хотите получать доход, достойных ваших знаний и умений? Предлагаем Вам стать частью сильной команды, работающей над высоконагруженными проектами. Поможем Вам расти как специалисту и дадим возможность для реализации Ваших способностей. Предлагаем Вам работать на все 100% и чувствовать, что Ваш труд важен и нужен! Компенсируем переезд/перелет и 50% от съема жилья на первые 6 месяцев. Кого мы ищем: - Опыт коммерческой разработки от 3 лет; - Опыт интеграции с API сторонних систем; - Вы должны знать, уметь и любить PHP7; - Вы должны уметь работать с MySQL, PostgreSQL или MSSQL; - Вы должны знать, что такое Memcache, Redis и как их использовать; - Вы должны знать, что такое git; - Умение быстро и правильно дебажить код; - Умение покрывать код тестами; - Умение рефакторить код; - Умение работать с чужим кодом и быстро разбираться в нем; - Умение работать с Javascript, HTML, CSS. Будет плюсом: - Опыт работы с высоконагруженными системами и их сопровождение; - Опыт работы с React, MongoDB, RabbitMQ, Websockets, Node.js, Elastic, Webpack, npm/Yarn, PostCSS, SASS, Babel. - Умение писать Unit тесты; - Понимание архитектуры приложений, шаблонов проектирования и ООП; - Базовые навыки работы в *nix консоли. - Знания в области Computer Science (алгоритмы, структуры данных, протоколы, модель OSI и пр.) Чем предстоит заниматься: - Участие в разработке высоконагруженного проекта; - Оптимизация кода (PHP, javascript); - Находить узкие места в коде и исправлять их; - Решение проблем производительности; - Развитие и доработка текущих проектов компании; - Разработка новых проектов компании с 0; - Разработка API для интеграции с внешними провайдерами Успешному кандидату мы готовы предложить: - Работу в профессиональной команде; - Стабильность и достойную заработную плату (уровень дохода обсуждается индивидуально); - График работы 5/2; - Официальное оформление, полис ДМС; - Комфортный, уютный офис; - Корпоративные мероприятия, team-building, волейбол и настольный теннис с коллегами каждую неделю; - Для иногородних предоставляется помощь в переезде; - Свой спортзал, кафе, библиотека, курсы английского языка, обучения и множество других бонусов.",Без требований,Без обязанностей,Без условий,PHP7|Git|JavaScript|CSS|HTML,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1245,1245,backend,Самара,96538.46153846152,123181.81818181818,Integral,2019-10-17T07:41:30+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Наша компания является одной из первых в России, основным направлением которой является разработка решений на основе блокчейн-технологий: - разработка программной архитектуры децентрализованных приложений/платформ/сервисов; - создание новых и уникальных блокчейн-платформ (в том числе участие в open-source проектах); - разработка полного цикла децентрализованных решений, включая сопутствующие программные продукты, которые входят в экосистему децентрализованного решения (Frontend - мобильные и веб-приложения, Backend - middleware, многоуровневые сервисы, модули интеграции, cross-chain сервисы, etc). Требования к кандидату: Опыт разработки на GoLang от одного года; Опыт создания и настройки распределенных сервисов; Хорошее знание сетевых протоколов; Знание и опыт работы с git и git flow; Опыт работы с unix системами; Опыт работы с gRPC; Опыт работы с реляционными и KV базами данных; Уверенное владение docker/docker-compose. Будет плюсом: Наличие github аккаунта с примерами разработок; Опыт работы с блокчейн-технологиями; Работа с серверами очередей; Знание и опыт работы на любом другого языке программирования; Опыт самостоятельного ведения проекта; Опыт оптимизации высоконагруженных проектов; Опыт проектирования и разработки REST API. Мы предлагаем: Удаленная работа; Конкурентная оплата труда; Участие в сложных и интересных проектах; Работа в кругу профессионалов; Белая зарплата.",Без требований,Без обязанностей,Без условий,Golang|REST|Databases|Network protocols|Microservices|Blockchain|Git,0.13333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1175,1175,backend,Самара,96538.46153846152,123181.81818181818,ANCOR FinTech,2019-10-15T09:24:41+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Вакансия открыта в г. Нижний Новгороде в крупной продуктовой компании Обязанности: Разработка и внедрение технологических решений на базе микросервисной архитектуры Управление командой разработки, ответственность за техническую часть проекта Разработка архитектуры продукта R&amp;D Сode review Коучинг джуниоров, проведение технических собеседований Технологический стэк: Gitlab, Jenkins, Kubernetes (Rancher), Jfrog Artifactory, Python 3, Java, Oracle, PostgreSQL, Tarantool, Kafka, RMQ, OPENAPI 2.0, 3.0, OAuth, OpenID, NGINX, HAProxy. Требования: Высшее/неоконченное высшее техническое образование Опыт в роли Team Lead / Tech Lead Опыт работы в Agile-командах Опыт взаимодействия с Бизнес-подразделениями Опыт разработки, внедрения и тестирования высоконагруженных систем Опыт разработки и проектирования RestAPI, gRPC. SOAP Опыт разработки на любом из языков программирования/Frameworks: Java/Java Spring Boot/Gradle; Python/Flask; Golang; Lua Условия: данная вакансия предполагает релокацию в Нижней Новгород; работа в одной из самых крупных цифровых компаний России; конкурентоспособная заработная плата + годовой бонус; добровольное медицинское страхование; компенсация мобильной связи; гибкий график работы; компенсация фитнеса."," Высшее/неоконченное высшее техническое образование Опыт в роли Team Lead / Tech Lead Опыт работы в Agile-командах Опыт взаимодействия с Бизнес-подразделениями Опыт разработки, внедрения и тестирования высоконагруженных систем Опыт разработки и проектирования RestAPI, gRPC. SOAP Опыт разработки на любом из языков программирования/Frameworks: Java/Java Spring Boot/Gradle; Python/Flask; Golang; Lua "," Разработка и внедрение технологических решений на базе микросервисной архитектуры Управление командой разработки, ответственность за техническую часть проекта Разработка архитектуры продукта R&amp;D Сode review Коучинг джуниоров, проведение технических собеседований Технологический стэк: Gitlab, Jenkins, Kubernetes (Rancher), Jfrog Artifactory, Python 3, Java, Oracle, PostgreSQL, Tarantool, Kafka, RMQ, OPENAPI 2.0, 3.0, OAuth, OpenID, NGINX, HAProxy. ", данная вакансия предполагает релокацию в Нижней Новгород; работа в одной из самых крупных цифровых компаний России; конкурентоспособная заработная плата + годовой бонус; добровольное медицинское страхование; компенсация мобильной связи; гибкий график работы; компенсация фитнеса.,Python|Java|PostgreSQL|Java SE|Lua|Linux,0.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26,26,backend,Новосибирск,100000.0,200000.0,Консалтинговый Центр «Вакансия Плюс»,2019-10-21T12:23:16+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"В крупный стабильный холдинг по продаже лекарственных препаратов, медицинских приборов, товаров для красоты и здоровья, полезных подарков в связи с расширением штата требуется Senior и Middle PHP разработчики (удаленная работа, ч асовой пояс Дальний Восток, Сибирь ) . Мы захватываем новые регионы, растём и расширяемся. У Вас есть отличная возможность принять участие в реализации непростых и интересных проектов. Внутри компании есть своя дизайн-лаборатория - вы станете неотъемлемой частью дружной команды профессионалов своего дела. Для Вашей работы и профессионального роста у нас созданы благоприятные и комфортные условия: отсутствует жесткая иерархия, налажены дружеские отношения внутри отдела и за его пределами. Мы заботимся о профессиональном развитии и материальном стимулировании своих сотрудников. поддерживаем спортивные мероприятия: участвуем в различных событиях города; предоставляем компенсацию родителям, имеющих детей школьного возраста; гарантируем работу в команде профессионалов и интересные задачи. Обязанности: Разработка высоконагруженных, масштабируемых, безопасных сайтов и веб-сервисов. Выбор стэка технологий и разработка архитектуры проекта. Проведение код-ревью и ревью дизайна проектов на соответствие архитектурным стандартам. Преимуществом будет, если ты имеешь: опыт в разработке архитектуры, выборе стэка технологий и проектировании сайтов и веб-сервисов; опыт работы с PostgreSQL/MySQL/NoSQL и BigData; опыт работы Redis; опыт работы с одним из PHP фреймворков Symfony/Yii/Laravel; опыт работы с одним из фронтэнд фрэймворков Angular/React/Ember. Мы гарантируем: Официальное трудоустройство; Работаем полностью в белую: 36 дней отпуска, официальная зарплата со всеми выплатами. Возможность удаленной работы (на полный рабочий день с часовым поясом +5-7 ч с мск)",Без требований,Без обязанностей,Без условий,PostgreSQL|MySQL|NoSQL|BigData|Symfony|Yii|Laravel|AngularJS|Веб-программирование|Ember|React,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1064,1064,backend,Самара,100000.0,220000.0,CASTLE,2019-10-15T13:18:55+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Ожидаем от кандидата: несколько лет опыта разработки веб-приложений; глубокое знание хотя бы одного backend стека (JavaEE, Spring, PHP, Go, Ruby/Rails, NodeJS, Phoenix/Elixir, .NET Framework); понимание внутреннего устройства и механизмов работы баз данных; умение и желание писать тесты; положительное отношение к Code Review; желание учиться и узнавать что-то новое; Плюсом будет: хороший английский; несколько лет опыта Ruby on Rails, NodeJS, Phoenix/Elixir или Java-разработки (особенно владение Spring или Play); умение проектировать, не имея законченных требований; компонентный подход к разработке; опыт горизонтального и вертикального масштабирования систем; знание JavaScript или опыт работы с одним из фреймворков: AngularJS, React, Vue.js; опыт работы с Git, практика GitHub Flow / Git Flow; готовность выступать от лица компании на конференциях и митапах. Мы предлагаем: белая зарплата; клёвый офис; обучение английскому; Macbook Pro в собственность; возможность попробовать “в бою” самые современные технологии; ну и, конечно, интересные проекты.",Без требований,Без обязанностей,Без условий,Java|Ruby On Rails|Node.js|Ruby|.NET Framework,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
60,60,backend,Новосибирск,100000.0,150000.0,Сеть магазинов зоотоваров Мокрый нос,2019-10-21T15:12:06+0300,От 3 до 6 лет,Полный день,Полная занятость,"Друзья, наша команда разработчиков в поисках профессионала на должность Senior Разработчика PHP. Компания «Мокрый нос» сегодня – это лидер розничных продаж товаров для животных. Мы любим животных и дорожим нашими Любимыми покупателями. Мы стремительно растем, внедряя новые технологии и поддерживая высокое качество сервиса в магазинах. Мы - сеть розничных магазинов, все бизнес процессы заведены в ERP систему, которую разработали сами. Распределительный центр, интернет-магазин, 60 магазинов и более 50 сотрудников офиса работают в ней (логистика, снабжение, кассовые модули, call-центр и все остальное). О задачах: перед нашей командой разработки стоят актуальные задачи по разработке функционала сайта, по расширению функционала ERP sys, разработке сервисов, приложений, реализации взаимодействия со сторонними API. Более подробно и развернуто расскажем при встрече в офисе. В Ваши обязанности будет входить: Разработка функционала сайта и его поддержка; Проектирование и разработка сервисов и приложений корпоративной ERP системы; Проектирование базы данных; Поддержка существующих проектов; Разработка интернет магазина Работа со сторонними API. Требования: Знание php7 Знание ООП и умение применять его на практике; Опыт работы с Yii/Yii2; Знание SQL (Postgresql); Опыт работы с GIT; Html, css, js; Дополнительным плюсом будет: опыт работы с jquery; знание Linux; опыт тестирования; опыт работы с Bootstrap; опыт unit тестирования. Условия: Перспективный проект и возможность карьерного роста; Много интересных задач; Возможность самореализации и конкурентоспособная зарплата; Официальное трудоустройство; Современный и очень уютный офис."," Знание php7 Знание ООП и умение применять его на практике; Опыт работы с Yii/Yii2; Знание SQL (Postgresql); Опыт работы с GIT; Html, css, js; Дополнительным плюсом будет: опыт работы с jquery; знание Linux; опыт тестирования; опыт работы с Bootstrap; опыт unit тестирования. ",Без обязанностей, Перспективный проект и возможность карьерного роста; Много интересных задач; Возможность самореализации и конкурентоспособная зарплата; Официальное трудоустройство; Современный и очень уютный офис.,Без ключевых навыков,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
55,55,backend,Новосибирск,100000.0,150000.0,BR Lab,2019-10-09T11:07:19+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"В связи с выходом на американский рынок, мы расширяем штат. Ищем к себе опытного PHP разработчика . Тебя ждет коллектив, который никогда не оставит вопрос без ответа и грамотный менеджмент, разработка по методологии scrum . Что мы от тебя ждем: - знание и опыт работы Symfony 3 / 4; - желание программировать, смотря как плодами твоей работы пользуются сотни тысяч пользователей каждый день; - PHP, SQL; - здоровое чувство юмора приветствуем =). Задачи: - участие в командной разработке высоконагруженных проектов в сфере спорта; - интеграция спортивных данных по новым видам спорта; - анализ и манипуляции со спортивными данными; - динамическое управление потоками трафика внутри проекта. Технологии, которые мы используем: PHP 7.3, Symfony 4, SonataAdmin, Percona, ClickHouse, Git, Docker, Jenkins, Graylog, Grafana, Nginx, слейвы, репликации, TDD, DDD, автоматизированное тестирование и CodeReview. Осенью хотим отрефакторить и довезти Swoole. На начальном этапе все технологии знать не обязательно, готовы научить. Что мы предоставляем: - возможность работать удаленно или в офисе; - релокационный пакет - грамотную постановку задач и адекватное руководство; - корпоративное обучение, компенсация курсов / тренингов; - возможность реализации собственных идей; - современное оборудование; - компенсация обедов; - для желающих - практика английского языка; - спорт зал. И на десерт: - возможность получения профессионального опыта в штатах; - гибкое начало рабочего дня; - вкусняшки в офисе, свежие фрукты; - корпоративный отдых.",Без требований,Без обязанностей,Без условий,PHP|Git|Symfony,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1085,1085,backend,Самара,100000.0,150000.0,BR Lab,2019-10-09T11:07:19+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"В связи с выходом на американский рынок, мы расширяем штат. Ищем к себе опытного PHP разработчика . Тебя ждет коллектив, который никогда не оставит вопрос без ответа и грамотный менеджмент, разработка по методологии scrum . Что мы от тебя ждем: - знание и опыт работы Symfony 3 / 4; - желание программировать, смотря как плодами твоей работы пользуются сотни тысяч пользователей каждый день; - PHP, SQL; - здоровое чувство юмора приветствуем =). Задачи: - участие в командной разработке высоконагруженных проектов в сфере спорта; - интеграция спортивных данных по новым видам спорта; - анализ и манипуляции со спортивными данными; - динамическое управление потоками трафика внутри проекта. Технологии, которые мы используем: PHP 7.3, Symfony 4, SonataAdmin, Percona, ClickHouse, Git, Docker, Jenkins, Graylog, Grafana, Nginx, слейвы, репликации, TDD, DDD, автоматизированное тестирование и CodeReview. Осенью хотим отрефакторить и довезти Swoole. На начальном этапе все технологии знать не обязательно, готовы научить. Что мы предоставляем: - возможность работать удаленно или в офисе; - релокационный пакет - грамотную постановку задач и адекватное руководство; - корпоративное обучение, компенсация курсов / тренингов; - возможность реализации собственных идей; - современное оборудование; - компенсация обедов; - для желающих - практика английского языка; - спорт зал. И на десерт: - возможность получения профессионального опыта в штатах; - гибкое начало рабочего дня; - вкусняшки в офисе, свежие фрукты; - корпоративный отдых.",Без требований,Без обязанностей,Без условий,PHP|Git|Symfony,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
